,label,post_origin,post_lang,merged_text
582,w,ukr,ru,"Мальчик хотел сделать свой вклад в победу Украины❗
Украинский школьник ради ВСУ продал футболку с автографом Роналду: португалец отреагировал"
583,w,ukr,ru,"28 марта ВСУ уничтожили 8 самолетов, 3 вертолета, 4 беспилотника и 2 крылатые ракеты оккупантов 🔥
За сутки ВСУ уничтожили 17 воздушных целей оккупантов"
584,n,ukr,ru,"НЕ ПРОПУСТИТЕ! 1 июля в 18:00 смотрите в прямом эфире YouTube-канала Q-TV презентацию книги мастерицы Эльвиры Осман «Ёл шашырма». В этом уникальном издании Эльвира-ханым собрала все знания о крымскотатарской вышивке. Студия Qaradeniz production проведёт презентацию в бахчисарайском этно-кафе «Ашлама сарай». Присоединяйтесь, это будет интересно!"
585,n,ukr,ru,"Наши предки точно знали, как поступать с волосами, оставшимися на расческе, с высохшим хлебом, с вещами умершего и другими, ставшими ненужными предметами... 👉 kulturologia.ru/blogs/100318/38142/
Суеверия на Руси: Какие предметы и почему категорически запрещалось выбрасывать"
586,w,ukr,ru,"ВСУ на острове Змеиный разбили военную технику противника 📩 Наш Telegram-канал доставляет новости прямиком в ваш смартфон. Там все самое важное https://t.me/shipovnikmedia Подпишись✅
ВСУ на острове Змеиный разбили военную технику противника"
587,n,ukr,ru,"Армия Турции сообщила о готовности провести специальную операцию на севере Сирии, передает РБК со ссылкой на турецкий телеканал TGRT Haber, газеты Türkiye и Memur.
СМИ: Армия Турции сообщила о готовности к началу спецоперации в Сирии"
588,n,ukr,ru,"Очень древний рецепт, который используют для лечения различных болезней
Очень древний рецепт, который используют для лечения различных болезней"
589,w,ukr,ru,"В Роскомнадзоре отчитались, что с января 2021 года на «Радио Свободная Европа/Радио Свобода» (объявлено в России иностранным агентом) и его гендиректора составили 1044 протокола за отсутствие маркировки «иностранного агента», по которым суды назначили штрафы на 988,5 миллиона рублей. Еще 75,8 миллиона штрафов назначены за отказ удалить «фейковую» информацию о войне в Украине. Сайт «Радио Свобода» заблокирован в России с начала марта, однако издание продолжают регулярно штрафовать.
Сколько стоит отказ ставить маркировку «иноагента» и удалять «фейки» о войне. Пример «Радио Свобода» — Meduza"
590,w,ukr,ru,"Ще +1 нагорода 🐾
Пес-сапер Патрон отримав нагороду 'Золота лапа' - Радіо Максимум"
591,n,ukr,ru,"Удивительный Мир Почему Джереми Кларксон ненавидит электромобили? Сколько кустов помидоров нужно посадить, чтобы компенсировать выхлоп Рэндж Ровера? Ответ: 400 000, так что Гретта Тунберг должна заткнуться, пойти обратно в школу, а после уроков разводить на подоконнике рассаду! Все мы знаем Джереми Кларксона как довольно противоречивого персонажа, известного своими острыми высказываниями фактически на любую затронутую тему. Но настоящие буря и ураган разверзаются в нем, когда разговор Кларксона заходит об электромобилях. О том, как Джереми относится к электрическим машинам будущего, есть ли у него электромобиль в собственном гараже, и что пророчит данному типу авто самый популярный в мире автожурналист, мы и поговорим сегодня с вами в этом выпуске! Production Music courtesy of Epidemic Sound!"
592,w,ukr,ru,"🔴 Людям якобы предлагают свободу взамен на то, что они поедут на территории так называемых ""Л/ДНР"" помогать с разминированием и разбирать завалы. Об этом в эфире марафона ""FreeДОМ"" заявил российский правозащитник, руководитель правозащитного проекта Gulagu.Net Владимир Осечкин. Те, кто вербуют людей без военного опыта для отправки на передовую, относятся к ним, как к пушечному мясу, сетует Осечкин. #stoprussia #FreeДОМ"
593,w,ukr,ru,"Защищая жителей Донбасса, удары по позициям националистов наносит наша авиация. В том числе легендарные «Аллигаторы» — вертолеты Ка-52. Они с ювелирной точностью выполняют боевые задачи. Взлёты и посадки на полевом аэродроме каждые полчаса. Экипажи сменяют друг друга прямо в небе. Работают звеньями. Действуют под прикрытием. Тут помогают вертолёты Ми-8: https://www.1tv.ru/n/432857"
594,n,ukr,ru,"Спецпредставители Армении и Турции по нормализации отношений снова встретятся 1 июля
Спецпредставители Армении и Турции по нормализации отношений снова встретятся 1 июля"
595,n,ukr,ru,"УЛИЧНЫЕ ПЕВИЦЫ В Одессе очень много шарманщиков. Их сопровождают акробаты, танцовщицы, фокусники, но в большинстве случаев их неизменными спутниками являются певицы. Худенькая, плохо одетая девочкой с бледным личиком, с грустными недетскими глазами, под завывание расстроенной шарманки, распевает по дворам песни улицы. Сколько грусти, сколько безысходной тоски и горя, сколько жалоб на жестокую судьбу слышится в этих песнях. Кто составлял их? Мастеровой-ли, спившийся с горя и выгнанный на улицу, или, быть может, сочинил «бывший человек», подонок большого города. Кто скажет? Разлука с милой, беспросветная жизнь, тяжелое горе воспевается в них. Маленькая, забитая певица олицетворяет эти песни. Всмотритесь в ее личико, загляните в ее глаза, и вы увидите скорбь, тоску… Дитя большого города, что ждет ее впереди? Пройдет год, другой и из певицы шарманщика она станет «уличной». Улица не выпустит своей жертвы. Улица родила ее, улица воспитала ее, на улице окончится ее многострадальная жизнь, ненормальная с самого зачатия. Только случай может вырвать ее из когтей улицы. Есть в Одессе общество призрения детей, занимающихся нищенством. Имеются и другие общества, задавшиеся целью перевоспитать таких детей, но улица сильнее их, могущественнее... «Любила я, страдала я, А он, подлец, забыл меня» Вот основной мотив уличной песни и уличная певица, распевая эту песенку, знает, что такая же судьба постигнет и ее. Забудет ее возлюбленный, забудут ее люди и затеряется она в мире среди сотен, тысяч таких же забытых. А.Кр-ик. Газета ""Одесский листок"", 02 июля (19 июня) 1912 года. Фото: уличная певица белокурая Жози. Кадр из к/ф ""Неуловимые мстители"", реж. Эдмонд Кеосаян, Мосфильм, 1966г. #ЭкскурсиипоОдессе, #историяОдессы, #гидпоОдессе, #экскурсоводОдесса, #МестовстречиОдесса"
596,n,ukr,ru,"В Тампе на стадионе ""Амали-Арена"" состоялся шестой матч финальной серии Кубка Стэнли, в котором ""Тампа-Бэй Лайтнинг"" принимал ""Колорадо Эвеланш"", пишет Чемпионат.
""Колорадо"" стал обладателем Кубка Стэнли-2022"
597,n,ukr,ru,"Сегодня, 27 июня, президент подписал закон ""О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам улучшения качества жизни лиц с инвалидностью"", сообщает официальный сайт Акорды.
Токаев подписал закон об улучшении качества жизни лиц с инвалидностью в Казахстане"
598,n,ukr,ru,"Житель Ялты отправился на дикий пляж и по дороге повредил позвоночник. ⠀ В какой-то момент мужчине поплохело. Стало ясно, что он не сможет вернуться домой. На сигнал спасения прибыли МЧС и Скорая помощь. ⠀ https://www.crimea.kp.ru/daily/27413/4612602/"
599,w,ukr,ru,"Люди, на щастя, не постраждали
Ворог обстріляв дві громади Дніпропетровщини: у дитячому садку вибило вікна - 9 Телеканал"
600,n,ukr,ru,"ЕС готовит компромисс, чтобы нормализовать ситуацию с ""калининградским транзитом"" - Reuters
ЕС готовит компромисс, чтобы нормализовать ситуацию с ""калининградским транзитом"" - Reuters"
601,n,ukr,ru,"День Арафа Дата события уникальна для каждого года. В 2022 году эта дата — 8 июля 8 июля Поздравить с праздником День Арафа День Арафа — самый памятный из дней Аллаха (Фото: Bulgn, depositphotos.com) День Арафа отмечается в 9-й день 12-го месяца мусульманского лунного календаря зуль-хиджа. День посещения участниками Хаджа горы Арафат возле Мекки, где паломники совершают намаз у подножия. Гора Арафат — это то место, где, по легенде, встретились Адам и Ева после изгнания из рая. День Арафа — самый памятный из дней Аллаха. За совершение благих поступков в это время вознаграждение увеличивается многократно. Равно, как и вес грехов в этот день увеличивается в несколько раз. До заката солнца нужно стоять и замаливать грехи. В Саудовской Аравии утверждают: эти массовые ритуалы видны даже из космоса. Какое бы благочестивое деяние ни совершил человек, стремясь к Аллаху с чистым намерением, в Судный день он, несомненно, увидит вознаграждение за него. Самым важным из тех поступков, которые приближают верующих к Аллаху, считается пост в день Арафа. Пророка спросили о посте в день Арафа. И он ответил: «Это очищение грехов за предыдущий и последующий год». Для совершения хаджа существует ряд обязательных условий: 1) надо достичь совершеннолетия; 2) быть психически здоровым; 3) быть мусульманином; 4) быть свободным; 5) иметь достаточно средств, чтобы обеспечить свое паломничество и содержание семьи, оставшейся дома; 6) осознавать и не отрицать обязательность хаджа; 7) заблаговременно выехать в дорогу, чтобы успеть к моменту начала хаджа. Кроме вышеперечисленных условий, есть и другие условия выполнения хаджа: 1) хорошее здоровье; 2) отсутствие препятствий для совершения паломничества (например, нахождение под уголовным следствием); 3) обеспечение безопасности путешествия; 4) наличие у женщины сопровождающего. При совершении хаджа мусульманин обязан выполнить следующие обряды: 1) облачиться в одеяния паломника, что знаменует вхождение в состояние физической и духовной чистоты; 2) совершить первый обход вокруг Каабы (главной мусульманской святыни, в сторону которой мусульмане обращаются во время молитвы); 3) совершить стояние в долине Арафат, вознося молитвы Всевышнему; 4) совершить второй (прощальный) обход вокруг Каабы после стояния в долине Арафат. После облачения в ритуальные одежды мусульманин совершает молитву и обращается к Всевышнему со следующими словами: «Вот я перед Тобой, Господи! Нет равного Тебе! Вот я перед Тобой! Воистину хвала Тебе, милость и могущество! Нет равного Тебе!». Во время нахождения паломника в состоянии ритуальной чистоты ему запрещаются некоторые действия, которые могут сделать хадж недействительным. Например, занятие торговлей, супружеские отношения, курение и другое."
602,n,ukr,ru,"10 ванн, которые смело можно назвать произведением искусства💥🛀🛁👇
10 ванн, которые смело можно назвать произведением искусства"
603,n,ukr,ru,"От него отвернулся даже приёмный сын, отказавшись брать фамилию отчима.💔 Как сложилась судьба советского актёра Леонида Филатова😧
От него отвернулся даже приёмный сын, отказавшись брать фамилию отчима. Как сложилась судьба советского актёра Леонида Филатова"
604,w,ukr,ru,"Российские войска на востоке Украины усилили противовоздушную оборону – ISW В тоже время украинская армия нанесла очередной удар по территории России. #Война #Общество
Российские войска на востоке Украины усилили противовоздушную оборону – ISW - УРА-Информ"
605,n,ukr,ru,"Акции корпорации «Иркут» неожиданно стали лидерами роста на российском рынке. За неделю они подорожали на 100%, вернувшись к значениям четырехлетней давности.
Рекордный взлет «Иркута»"
606,w,ukr,ru,"Байден заявил, что страны G7 введут запрет на импорт российского золота https://ru.rt.com/lu7h Организация Meta Platforms Inc. (соцсети Facebook, Instagram) признана экстремистской, её деятельность запрещена на территории России по решению Тверского суда Москвы от 21.03.2022"
607,w,ukr,ru,В Николаеве продолжают ликвидировать последствия сегодняшнего обстрела
608,w,ukr,ru,В оккупированном Мелитополе начали предлагать варианты жилья для россиян. Объявления появляются на российской доске. Заманивают близким расположением к Азовскому морю
609,n,ukr,ru,"В турецком городе Адана были открыты две скважины с высококачественной нефтью. Ее стоимость оценивается в $1 млрд
В Турции обнаружили запасы нефти на $1 млрд"
610,n,ukr,ru,Новости нефтегазового рынка: Россия заблокировала поставки нефти из Казахстана в Евросоюз. Тем временем немецкая ассоциация судовладельцев считает план министра экономики Германии Роберта Хабека по закупке сжиженного газа и транспортировки его на танкерах в Германию практически неосуществимым:
611,n,ukr,ru,"Который час? Да просто ЛЕТО! Июнь на солнечных часах! В нём столько волшебства и света... Он чародей, романтик, маг! Он начинается с пионов — Моих любимейших цветов, С ванильной сладости бутонов На клумбах скверов и дворов. И ароматом сладковатым, Пьянит он душу без вина... И в высь небес зовёт куда-то: Где звёзды и мечты, луна... Там, где душе всегда вольготно, Без смысла, повода, причин... Лишь лёгкость, радость, беззаботность: Июнь код счастья всем включил. А как иначе?! Это — ЛЕТО: Время каникул, отпусков, Закатов дивных и рассветов, Любви и счастья, и цветов. И не ищите долго смысла Там, где нам просто нужно жить... Кому нужна замшелость истин? Важнее — чувствовать, любить... © Ирена Буланова"
612,w,ukr,ru,"В последние дни буквально назревал успех ВСУ в районе Изюма. Дело в том, что после перегруппировки российские оккупанты начали с этого плацдарма очередное наступление в сторону Славянска. Но при этом достаточно серьезно оголили свои тылы. В общем, сегодня Генштаб ВСУ в своей вечерней сводке сообщил, что наши силы обороны (а это бойцы ВСУ, НГУ, теробороны...) заставили захватчиков покинуть село Дмитровка.... https://real-vin.com/ukrainskie-voennye-razvivajut-nastuplenie-na-izjum
Украинские военные развивают наступление на Изюм"
613,n,ukr,ru,"Приметы на 26 июня 2022 года: что нельзя делать в этот день
Приметы на 26 июня 2022 года: что нельзя делать в этот день"
614,n,ukr,ru,"Александр Малинин и Ольга Зарубина заключили не крепкий брак. Артистка верила, что Малинин её любит и хотела подарить ему ребенка.
Ссора с отцом и затяжная депрессия: судьба дочери Малинина и Зарубиной"
615,n,ukr,ru,"Внезапный уход Юрия Шатунова стал большим горем для всех. Тем не менее это трудно сопоставить с тем, каково сейчас родным артиста — супруге Светлане и детям Дэннису и Эстелле.
Не сдержал слёз: 15-летний красавец-сын Юрия Шатунова засветился на похоронах отца"
616,n,ukr,ru,"Соль, перец и лимон могут решить эти 9 проблем лучше любого лекарства!
Соль, перец и лимон могут решить эти 9 проблем лучше любого лекарства!"
617,n,ukr,ru,"""Второй бустер"" можно будет сделать осенью, когда, как ожидается вакцины смогут адаптироваться с новым вариантам"
618,n,ukr,ru,"Армия Турции уничтожила на севере Ирака двух террористов
Армия Турции уничтожила на севере Ирака двух террористов"
619,n,ukr,ru,"Первый день в школе: фото юной шотландки развеселило Интернет! 😈🤪😈
Первый день в школе: фото юной шотландки развеселило Интернет!"
620,n,ukr,ru,"""Будет катастрофа"", – российские банки готовятся к коллапсу, в Сеть попал внутренний документ ""Альфа-банка"" https://news.dialog.ua/254220_1655982129
""Будет катастрофа"", – российские банки готовятся к коллапсу, в Сеть попал внутренний документ ""Альфа-банка"""
621,w,ukr,ru,"🇨🇦Канада передаст Украине 39 машин производства General Dynamics, - Reuters Эта партия машин передается в рамках пакета военной помощи Украине на 500 млн канадских долларов."
622,n,ukr,ru,"Байден катался на велосипеде недалеко от своего дома и упал, подъезжая к журналистам. По словам президента, его велосипедный кроссовок неудачно зацепился за педаль
Байден упал с велосипеда во время прогулки. Видео"
623,n,ukr,ru,Коротко об отсутствии морали и малейшей святости у переможцев.
624,w,ukr,ru,"Михаил Федоров: Чат-ботом ""єВорог"" воспользовались более 320 тыс. украинцев. Благодаря народной разведке ВСУ срывают планы врага на нашей земле
Чат-ботом ""єВорог"" воспользовались более 320 тыс. украинцев. Благодаря народной разведке ВСУ срывают планы врага на нашей земле"
625,n,ukr,ru,"32 российские авиакомпании получат субсидии на внутренние авиаперелеты по России. Выплаты получат «Аэрофлот», «Победа», «Россия», «ЮТэйр», «Уральские авиалинии» и другие российские авиакомпании. Об этом сообщила пресс-служба Росавиации. Авиакомпании смогут получить средства с июля за апрель и май, после выплаты будут перечисляться ежемесячно в зависимости от фактических объемов перевозок. В Росавиации считают, что мера поможет авиакомпаниям сохранить объем авиаперевозок на уровне прошлого года. «Условия предоставления субсидии стимулируют авиакомпанию увеличивать налет воздушного судна и выполнять рейсы с достаточной коммерческой загрузкой. Чем больше пассажирокилометров выполнит авиакомпания, тем больше средств на возмещение операционных расходов ей будет предоставлено в качестве субсидии»,— сказано в сообщении пресс-службы. В апреле правительство выделило 100 млрд руб. на поддержку российской авиаотрасли на фоне санкций и ограничений против России в ответ на ввод войск на Украину. Как ранее писал «Ъ», обещанные выплаты авиакомпании начнут получать только в июле. Опрошенные «Ъ» участники рынка сообщали, что они опасаются срыва сроков выплат субсидий из-за задержки первого транша из Минфина в Росавиацию."
626,n,ukr,ru,"Всё течет - всё меняется. Понятия, ценности - без исключений И одессит напоминет за это во всемирный день Wi-Fi ☘️☘️☘️ желающие дать поддержки этой странице теперь могут сделать это в платежной системе PayPal - вот наш адрес - positiveodessa@gmail.com всем заранее огромное СПАСИБО *** новый проект нашего Стоянова ищите здесь - https://www.youtube.com/channel/UCJ1W23tTDWfs7v_HRa_r9iQ/"
627,n,ukr,ru,"«Это вредно для России» *** #Россия #США #дипломатия #Медведев *** Дмитрий Медведев считает, что ныне не нужно вести переговоры с США по продлению ДСНВ-3 https://ruskline.ru/news_rl/2022/06/20/eto_vredno_dlya_rossii"
628,w,ukr,ru,"Запредельный цинизм ""хороших русских"": в день массовых ракетных обстрелов в Киев приехал российский писатель Дмитрий Быков
В Киев приехал скандальный российский писатель Быков"
629,w,ukr,ru,"Украина подала еще один иск против России в ЕСПЧ
Украина подала еще один иск против России в ЕСПЧ | Newssky.com.ua"
630,n,ukr,ru,"Коронавирус: четвертая доза всем старше 30 лет - рекомендация комитета по вакцинации Национальный комитет по вакцинации рекомендует правительству Греции открыть платформу для вакцинации всех граждан старше 30 лет четвертой дозой препарата против коронавируса. -------------- Читайте нас на телеграм-канале: https://t.me/ruassianathens
Коронавирус: четвертая доза всем старше 30 лет - рекомендация комитета по вакцинации - Афинские Новости"
631,n,ukr,ru,"Не так давно украинская исполнительница Надежда Дорофеева подтвердила свои отношения с мужчиной по имени Михаил Кацурин.
«Как с цепи сорвалась»: экс-коллега Дорофеевой опубликовал неоднозначный снимок"
632,w,ukr,uk,"В архієпископа ПЦУ Євстратія (Зорі) не знайшлося жодних слів після моєї публікації за сітку ворожої агентури пов’язаної з Андрієм Деркачем в їхній церкві. Архієпископ Євстратій просто мене забанив і для своєї пастви виклав скріншот мого коментаря який він вирвав з контекста про те, що нардеп-олігарх Вадим Новінський допомагає ЗСУ та на оборону України. Він мабуть свою паству за лохів тримає а тому так дешево маніпулює… інформація про допомогу Новінського взята з відкритих джерел (дивись таблицю) і підтверджувалася Верховним головнокомандуючим. Я особисто в незалежності від того допомагають олігархи ЗСУ, чи ні вважаю, що олігархат має бути знищений… в незалежності від прізвищ… Новінський, Порошенко, Ахметов, Коломойський… всі, всі… А архієпископу Євстратію (Зорі) хочу порадити готуватися давати пояснення СБУ, чим в ПЦУ займаються друзі агента кремля Деркача - Драбинко і Жигулін який до слова веде бізнес в росії??"
633,w,ukr,uk,"❗️В торговому центрі було більше тисячі цивільних.😱ВІДЕО
Щойно! Дві ракети окупантів влучили в ТЦ в Кременчузі. Багато жертв. ВІДЕО – Новини 24"
634,n,ukr,uk,"🚍 Графік руху маршрутів загального користування станом на 17 червня Маршрут 2 - курсує 1 автобус (Колгоспний ринок о 6:30, 7:30, 9:00, 10:00, 11:00, 12:00, 13:30, 14:30, 15:30, 16:30; вул. Дачна – 7:00, 8:00, 9:30, 10:30, 11:30, 12:30, 14:00, 15:00, 16:00, 17:00); Маршрут 3- курсує 1 автобус (з (Залізничний вокзал о 8:00, 9:00, 10:00, 11:00, 12:00, 13:00, 14:00, 15:00; магазин ""Люкс"" о 7:30, 8:30, 9:30, 10:30, 11:30, 12:30, 13:30, 14:30, 15:30); Маршрут 5 - курсує 1 автобус (Колгоспний ринок о 7:00, 9:00, 11:00, 13:00; Залізничний вокзал о 15:00; з Автобаза УкрБуд о 7:25, 9:25, 11:25, 13:25, 15:25); Маршрут 10 - курсує 2 автобуси (Зеленівка о 6:25, 7:20, 8:18, 10:09, 11:10, 12:10, 13:10; 14.45; м-н Лазурний 6:32, 7:00, 7:28, 7:50, 8:26, 8:50, 10:17, 10:40, 11:18, 12:18, 12:40, 13:18, 14:20, 14:51, 15:10; Залізничний вокзал 6:54, 7:25, 7:48, 8:25, 9:10, 9:40, 10:40, 11:20, 11:40, 12:20, 12:40, 13:20, 14:20, 14:40, 15:10, 16:10); Маршрут 11- курсує 1 автобус (Колгоспний ринок 7:50, 9:35, 12:35, 15:10. Центр 6:30, 8:00, 9:45, 11:45, 15:20 с. Щербака 7:05, 8:25, 10:05, 13:15, 15:45); Маршрут 24 - курсує 1 автобус (с. Гришине о 7:20, 8:30,10:30, 12:30, 14:50, 16:50; Колгоспний ринок о 6:45, 8:00, 10:00, 12:00, 14:20, 16:20); Маршрут 25 - курсує 1 автобус (Колгоспний ринок 6:00, 8:00, 10:00, 12:00, 14:00 Центр (вул. Центральна)16:00; м. Родинське: 6:30, 8:30, 10:30, 12:30, 14:30, 16:30); Маршрут 28- курсує 1 автобус (м. Колгоспного ринку 7:00, 12:30; с. Шевченко о 7:30, 13:00); Маршрут 28-А - курсує 1 автобус (Залізничний вокзал о 6:00, 8:30, 11:30, 14:00, 16:00; с. Новоолександрівка о 6:50, 12:30; з с. Шевченко о 7:15, 9:00, 13:05, 14:30, 16:20); Маршрут 108 - курсує 6 автобусів (інтервал між рейсами 10 хв.) Перший рейс о 6:30, останній о 17:00 з вул. Центральна. Маршрут сполученням ""м. Покровськ- с. Горіхове"" - с. Горіхове 7:00 - с. Надеждінка 7:30 - с. Новоєлізаветівка 7:35. - м. Покровськ (Колгоспний ринок) о 13:00."
635,w,ukr,uk,"У Ростовській області навічно приземлився літак рашистів Су-25! Кажуть, помилка пілота. А я скажу, що це саботаж пілота, який знищив літак, щоб тільки не потрапляти під приціл української ігли 😈🔥🔥🔥 На замітку усім пілотам армії росії. 😁 Олександр Аронець ✅"
636,n,ukr,uk,"Гороскоп на 24 червня 2022 — що обіцяють астрологи
Гороскоп на 24 червня 2022 — що обіцяють астрологи"
637,n,ukr,uk,"Як багато хороших слів! Лист дуже зворушливий! Читати його – наче купатися в океані любові, наповнюючись сонячним промінням.
""Привіт, моя люба маленька дівчинко!"". Дуже ніжний лист мами донечці | Сім’я і дім"
638,w,ukr,uk,"Російські сили телефонують депутатам регіону із пропозицією про співпрацю у створенні ""республіки""
У Херсонській області окупанти готують ""референдум"" щодо створення ""ХНР"" - прокуратура"
639,w,ukr,uk,"36 людей вважають зниклими безвісти внаслідок російського удару по ТЦ у Кременчуці
Близько 40 людей вважаються зниклими безвісти через обстріл у Кременчуці"
640,n,ukr,uk,"Японський лікар, 105 років: «Панянки, досить сидіти на дієті і постійно спати!» Щоб жити довго …
Японський лікар, 105 років: «Панянки, досить сидіти на дієті і постійно спати!» Щоб жити довго … | Отож-бо"
641,n,ukr,uk,"Якщо тато накричав на дитину, відправив робити уроки, а сам звалився на диван, поставив пиво і схопив пульт від телевізора, то про який приклад може йти мова? Діти мають бачити, як батьки допомагають, шкодують одне одного, милосердно ставляться одне до одного. Нехай син побачить, як тато обійме маму і скаже: ""Ти втомилася, йди, я сам посуд помию і все зроблю"". Це дуже важливо для дитини, коли вона виросте, то так само буде піклуватися про свою сім'ю. (Віктор Кобзов) #простосунки #стосунки #тато #батько #діти"
642,w,ukr,uk,"10 хвuлuн тому! Потужна операція: наші заxuснuku розпочалu наступ по всіх напрямkax ...
10 хвuлuн тому! Потужна операція: наші заxuснuku розпочалu наступ по всіх напрямkax"
643,n,ukr,uk,"Так, водій не стежив за дорожньою обстановкою та здійснив з’їзд на узбіччя. Внаслідок чого втратив керування та допустив перекидання напівпричепа Приєднуйтеся до нашого телеграм-каналу https://t.me/mediadozor https://dozor.kr.ua/post/bilya-kropivnickogo-stalasya-dtp-za-ucastyu-vantazivki-foto-20580.html
Біля Кропивницького сталася ДТП за участю вантажівки (ФОТО)"
644,n,ukr,uk,"У січні-травні 2022 року збиток після оподаткування платоспроможних українських банків становив 1,310 млрд гривень. #банки #ринок
Більш ніж у п'ять разів скоротилися збитки банків | UA.NEWS"
645,n,ukr,uk,"Людині приходить SMS про те, що на її ім’я надійшла посилка на відповідне відділення Нової пошти. Коли людина звертається на Нову пошту для отримання посилки, виявляється, щоб її отримати потрібно оплатити гроші за доставку, товар, який надіслали та послугу за пересилання коштів
Будьте обережні, з’явилася нова шахрайська схема – Нацбанк - 20 хвилин"
646,w,ukr,uk,🔥 У Чорнобаївському районі знову щось горить і вибухає. Місцеві пишуть про удар ЗСУ по складах боєприпасів окупантів https://www.unian.ua/war/gorit-sklad-boyepripasiv-okupantiv-pid-hersonom-socmerezhi-foto-novini-vtorgnennya-rosiji-v-ukrajinu-11874948.html
647,w,ukr,uk,⚡️ Мер Дніпра Борис Філатов підтвердив «прильоти» в місті
648,w,ukr,uk,"У бою за місто Сєвєродонецьк загинув Добровольський Іван Павлович «ТИГР» 20.01.1998–21.06.2022 Іван був представником тієї молоді, яка вибирає шлях боротьби, а не втечі. З початку повномасштабного російського вторгнення 24-х річний хлопець встав на захист Батьківщини, вступивши до лав бійців батальйону «Свобода». Опановував військову справу, захищав Київщину від ординців. Разом з побратимами невагаючись поїхав на схід у складі 4-ї бригади оперативного призначення імені Героя України сержанта Сергія Михальчука НГУ в/ч 3018. Тримав оборону Сєвєродонецька. Останні хвилини свого життя віддав Україні в переможному бою, змусивши відступити противників. Відчайдушно нищив окупантів з усієї доступної зброї, положив у землю декілька офіцерів, у цьому ж бою зі зброєю в руках загинув як Герой вірний син своєї Батьківщини. Прощання відбудеться 27 червня о 13:00 в селі Студениця, Коростишівського р-ну Житомирської обл. Картка для допомоги близьким: 5167 8032 4859 7416 — Добровольська С.М. (Мати)"
649,w,ukr,uk,"Найменше, чим люди в усьому світі можуть допомогти Україні, це бути амбасадорами нашої країни та поширювати правду про війну, яку веде проти нас Росія. Про це заявив Президент Володимир Зеленський під час спілкування зі студентами й викладачами вишів Японії. Подробиці: 
Маємо об’єднати суспільства проти розв’язаної Росією війни та змусити її шукати мир – Глава держави під час спілкування зі студентами"
650,w,ukr,uk,"Уряд Німеччини опублікував перелік озброєння, яке готуються передати Україні: до списку зокрема ввійшли артилерійські установки Gepard, система ППО IRIS-T SLM і бронетранспортери М113.
В українській артилерійський родині з‘явилися німецькі Panzerhaubitze2000"
