				message	title					label	
			253	Владимир Путин провел совещание по вопросам развития транспортной отрасли. Главное: — Российская экономика останется открытой — Необходимо обеспечить нужный объем пассажирских ж/д-перевозок к черноморским курортам в условиях закрытия аэропортов юга России — Надо избавиться от любой волокиты, которая сбивает темп развития транспортных проектов — Ситуация в глобальной экономике стремительно меняется, российский бизнес адаптируется к этим изменениям и налаживает новые связи — Развитие морских и речных портов должно учитывать реальный спрос и объективность загрузки — Сегодня восточное транспортное направление максимально востребовано, загрузка гарантирована на годы вперед — Скептические оценки перспектив развития восточного полигона железных дорог в России не оправдались, загрузка на нем гарантирована на годы вперед — Торговые потоки и вся глобальная экономическая активность сейчас переключаются с Запада на более интересные регионы						n	
			254	До пластики носа была копией отца. На архивных фото сразу видно, чья она дочь 😯	Копия отца. Порошина похвасталась фото 25-летней дочери от Куценко					n	
			255	У этих людей была одна работа, и они ее провалили	У этих людей была одна работа, и они ее провалили					n	
			256	Болгария стала очередной страной Евросоюза, отказавшейся платить за российский газ рублями. «Позиция нашего правительства, которая координируется на европейском уровне, состоит в том, что мы не допускаем нарушение действующего контракта на поставки газа. В нем четко говорится, что оплата производится в долларах или евро», - заявила представитель правительства Лена Бориславова. Ранее о невозможности платить за газ в рублях в телефонном разговоре с Путиным заявил президент Франции Эмманюэль Макрон. Об отказе в оплате поставок рублях также консолидировано заявили страны G7 и глава Еврокомиссии Урсула фон дер Ляйен.						n	
			257	Заявление российской стороны о сокращении военной активности на киевском и черниговском направлениях не означает прекращения огня. Об этом в комментарии для RT по итогам мирных переговоров с Украиной заявил глава российской делегации Владимир Мединский http://amp.gs/jpOrK						w	
			258	❗️Атака в метро Нью-Йорка расследуется полицией как теракт, пишет Newsweek со ссылкой на источники. Нападавший, которого описывают как чернокожего мужчину в строительном жилете, до сих пор не найден. Взрывные устройства, о которых ранее сообщил Fox News, Newsweek называет дымовыми шашками.						n	
			259	Уже на первом круге столкнулись сразу пять пилотов. Китайский пилот Alpha Romeo Чжоу Гуаньюй не смог самостоятельно выбраться из машины и был доставлен в медицинский центр	Гран-при «Формулы-1» приостановили из-за крупной аварии					n	
			260	Сенат конгресса США одобрил переназначение Джерома Пауэлла на пост главы Федеральной резервной системы (ФРС) на второй четырехлетний срок. Первый срок Пауэлла на посту председателя Федрезерва завершился 5 февраля, и с этого момента он являлся временно исполняющим обязанности главы ФРС. Президент США Джо Байден выдвинул Пауэлла на второй срок в ноябре 2021 года, однако процесс утверждения его и еще ряда кандидатов на вакантные посты в ФРС затянулся.						n	
			261	Россияне по всей стране украсили окна символами Великой Победы: https://life.ru/p/1492924						n	
			262	Пресс-секретарь президента России Дмитрий Песков сообщил, что видеонаблюдение Кремля представляет собой замкнутую систему, в связи с чем он не знает, как ее можно взломать. Ранее сегодня хакеры из группировки Anonymous объявили о взломе системы видеонаблюдения Кремля. «Не знаю, как они могли взломать замкнутую систему»,— сказал Песков ТАСС, отвечая на вопрос, насколько обоснованы утверждения хакеров. Хакеры Anonymous писали, что получили доступ к камерам видеонаблюдения в Кремле. «Мы не остановимся, пока не раскроем все ваши секреты. Вы не остановите нас»,— говорилось в их заявлении в Twitter. В связи с началом 24 февраля военной спецоперации России на Украине группировка Anonymous объявила кибервойну российским властям. После этого DDoS-атакам подвергались сайты российских СМИ, органов власти и приложений банков. По данным «Лаборатории Касперского», только в марте число DDoS-атак в России выросло на 54%, самая продолжительная из них длилась около 145 часов.						n	
			263	Вокруг России и Белоруссии была создана целая сеть биолабораторий, финансируемая Пентагоном. Об этом в интервью телеканалу «Беларусь 1» заявил Дмитрий Песков: «[Биолаборатории] работают не только над чрезвычайно опасными патогенами, микробами, вирусами и т. д., но и над проектами по изобретению новых видов биологического оружия, которые нацелены против определённых этносов. С использованием элементов флоры, фауны. Это потенциально очень страшное оружие. Недавно две порции данных были опубликованы нашими военными. Обработка всех этих данных, которые были получены в том числе и в ходе спецоперации, продолжается». Организация Meta Platforms Inc. (соцсети Facebook, Instagram) признана экстремистской, её деятельность запрещена на территории России по решению Тверского суда Москвы от 21.03.2022.						n	
			264	Ассорти из овощей на зиму. Проверенный годами рецепт консервации.🍅🥦🧅🥕🥬🧄 Такое ассорти закручиваю каждый год. Проверенный и надежный рецепт консервации. ✅Пpигoтoвлeниe: Пoдгoтaвливaeм peпчaтый лyк, пoмидopы, цв. кaпycтa, oгypцы, Полный рецепт по ссылке 👉 https://t.me/zagotovki_2020/804						n	
			265	Как стало известно “Ъ”, Главное следственное управление (ГСУ) СКР завершило расследование уголовного дела заведующего отделением анестезиологии и реанимации столичной клиники «Медика 24» (бывшая «Медицина 24/7») Руслана Павлова и врача-реаниматолога того же медучреждения Павла Наумова. По версии следствия, в июле 2019 года они пытались оказать медпомощь пожилой женщине с инфарктом миокарда, но, поскольку в клинике не было необходимого оборудования, пациентка скончалась.	Врачей подвел диагноз					n	
			266	А еще на всех турникетах заработает оплата по Системе быстрых платежей.	Все турникеты метро будут принимать банковские карты уже до конца этого года					n	
			267	На Уктусе, где жители бастуют против новой улицы, строители закроют движение по местному переулку Проехать по переулку Отпускников нельзя будет почти три месяца	На Уктусе, где жители бастуют против новой улицы, строители закроют движение по местному переулку					n	
			268	Материал представлен в пересказе коллег из ИноТВ Организация Meta Platforms Inc. (соцсети Facebook, Instagram) признана экстремистской, её деятельность запрещена на территории России по решению Тверского суда Москвы от 21.03.2022.	Le Figaro: Россия запросила заседание Совбеза ОНН в связи с ситуацией в Мали — ИноТВ					n	
			269	Ни для кого не секрет, что большинство советских актёров всегда имели множество поклонниц, а женщин они постоянно меняли, словно перчатки. Однако Евгений Леонов был совершенно не таким. Он всю жизнь любил одну женщину — свою супругу Ванду Стойлову. Родилась Ванда 15 октября 1931 года, в городе Екатеринбург. В школьные годы она занималась музыкой, часто посещала театр … The post Судьба жены Евгения Леонова и почему в последние годы она не смотрела кино с участием актера first appeared on Smile.	Судьба жены Евгения Леонова и почему в последние годы она не смотрела кино с участием актера - Smile					n	
			270	Далай-лама направил пожертвование на помощь пострадавшим от наводнений в индийском штате Ассам Тхекчен Чолинг, Дхарамсала, штат Химачал-Прадеш, Индия, 21 июня 2022 г. – Его Святейшество Далай-лама направил письмо главному министру индийского штата Ассам Химанте Б. Сарме, в котором выразил обеспокоенность в связи с непрекращающимися ливнями и наводнениями. Стихийное бедствие, охватившее штат неделю назад, привело к многочисленным жертвам, разрушениям и вынужденному перемещению миллионов людей. «Прискорбно, что муссонные дожди год за годом сеют хаос в Ассаме и других частях Индии», – говорится в письме. «Я глубоко опечален тяготами, с которыми столкнулись многочисленные жители вашего штата вследствие наводнений. Позвольте выразить глубочайшие соболезнования вам, людям, потерявшим близких, и всем пострадавшим». «Я искренне благодарен за то, что соответствующие службы делают все возможное, дабы спасти людей от стихийного бедствия и оказать необходимую помощь нуждающимся. В знак солидарности с народом Ассама я направляю пожертвование из средств Доверительного фонда Далай-ламы “Гаден Пходранг” на проведение спасательных работ и оказание гуманитарной помощи». https://ru.dalailama.com/news/2022/supporting-relief-efforts-in-assam						n	
			271	В Благовещенской церкви в Красногвардейском районе Санкт-Петербурга произошла стрельба, сообщили РБК в пресс-службе Северо-Западного округа Росгвардии Подробнее на РБК: http://amp.gs/jBEjq	Мужчина погиб в храме в Петербурге					n	
			272	САЛАТ КУБАНСКИЙ 🍅🥕🧅 Хочу предложить вам интересный салат на зиму Кубанский, очень вкусный и ароматный. Зимой ваши родные скажут спасибо за такой салатик. ✅ Ингредиенты: помидоры-3кг капуста-2кг Полный рецепт по ссылке 👉 https://t.me/zagotovki_2020/827						n	
			273	😱🔥 4 сезон «Очень странных дел» — объяснение концовки и что будет в 5 сезоне: http://amp.gs/jnjJm Кто такой Векна и можно ли его победить, что представляет из себя Изнанка и что за частицы Истязателя Разума #оченьстранныедела #оченьстранныедела4сезон						n	
			274	Вспоминаем все пункты фильмографии Алекса Гарленда и упорядочиваем их от худшего к лучшему. Как этот выдающийся деятель современного жанрового кино пришел к «Роду мужскому» и можно ли назвать эту картину его шедевром?	«Род мужской» против «Пекла»: фильмы по сценариям Алекса Гарленда от худшего к лучшему					n	
			275	Кто бы мог подумать! Но в мире проводят даже такие конкурсы, в которых четвероногие соревнуются за звание самых уродливых в мире! Такие состязания между домашними питомцами недавно состоялись в Калифорнии. Кто стал самой жуткой собакой 2022 года - смотрите в фотоленте.	Страшней собаки Баскервилей? Как выглядят самые уродливые псы на свете - фото					n	
			276	«Мы выезжали в оздоровительные лагеря еще до начала летней кампании и уже в ее процессе. Смогли увидеть как процесс подготовки, так и уже работающие лагеря с детьми, вожатыми, воспитателями. Объекты разные по количеству детей, инфраструктуре, но в целом кампания организована хорошо», – поделилась она. По словам парламентария, не обошлось и без замечаний. Было выявлено несколько морально устаревших деревянных корпусов 1970-80-х годов, «хотя они и вызывают у нас ностальгию». Вопросы вызвало и состояние спортивных площадок — на их переоборудование направляется значительно меньше средств, чем на жилые корпуса, медпункты и пищеблоки, модернизация которых субсидируется из краевого бюджета... Читайте на https://www.krsk.kp.ru/daily/27412/4610505/						n	
			277	Метеоролог рассказал, какой погоды ждать жителям центральной России летом: https://life.ru/p/1494476						n	
			278	Вечный рекорд Неймара скоро падет 👇	5 игроков готовы побить трансферный рекорд Неймара в 222 млн евро					n	
			279	На его аккаунт подписались более 143 млн человек	«Разрушитель бесполезных лайфхаков» стал самым популярным тиктокером в мире					n	
			280	7 апреля в 18:00 на РБК Pro состоится вебинар «Налоговые льготы: как компаниям выстоять в кризис и продолжить развитие». Спикер — Ильдар Шайхутдинов, основатель Института финансового развития бизнеса, член генерального совета общественной организации «Деловая Россия». Основные темы вебинара: - Выстоять и вырасти в кризис: как с помощью государственных льгот обеспечить бизнесу стабильное развитие; - Как получить налоговые вычеты в 2022 году: актуальные возможности и пошаговая инструкция; - Капитализация интеллектуальной собственности: как увеличить прибыль, долю собственного капитала и привлечь льготное финансирование. Вебинар будет полезен собственникам, руководителям и финансовым директорам компаний любого размера. #рбк_pro #рбкpro https://pro.rbc.ru/webinar/6242bda59a79474c8edc8b91?utm_source=facebook&utm_medium=social&utm_campaign=preview&utm_content=6242bda59a79474c8edc8b91	Налоговые льготы: как компаниям выстоять в кризис и продолжить развитие :: РБК Pro					n	
			281	🇧🇬 Всички желаещи ще могат да подкрепят военните, участващи в специалната операция чрез благотвотворителна фондация "ЗаЩИТа" ◽️ Благотвотворителната фондация "ЗаЩИТа" е създадена с цел оказване на всестранна помощ и осигуряване на допълнителни мерки на социална подкрепа на военните и семействата им за сметка на доброволни дарения от физически и юридически лица. ◽️ За получаване на парични средства са открити сметки в банковете "Промсвязьбанк", "Сбербанк" и "Банк ВТБ". По-подробно: 🔗 https://t.me/mod_russia/17193 ___ 🇷🇺 Все желающие смогут поддержать военнослужащих-участников спецоперации через благотворительный фонд «ЗаЩИТа» ◽️ Основной целью деятельности Фонда является оказание всесторонней адресной помощи и обеспечение дополнительных мер социальной поддержки военнослужащим, членам их семей. ◽️ Оказание поддержки военнослужащих будет осуществляться за счет средств добровольных пожертвований от физических и юридических лиц. ◽️ Для перечисления денежных средств открыты расчетные банковские счета в банках «Промсвязьбанк», «Сбербанк» и «Банк ВТБ». 📞 Контактные телефоны: 8-495-198-04-45, 8-800-600-19-45 Подробнее: 🔗 https://t.me/mod_russia/17193						flag	
			282	Синод Русской православной церкви освободил митрополита Илариона (Алфеева) от руководства отделом внешних церковных связей Московского патриархата. Он займет место управляющего будапештско-венгерской епархией. Чем известен священнослужитель — в материале «Ъ».	Чем известен митрополит Иларион					n	
			283	Двойные агенты, диверсантки и дипломаты. Судьбы выпускниц женских институтов. Институты благородных девиц готовили из девушек идеальных жён для знати, но многие воспитанницы оставили яркий след в истории как разведчицы, дипломаты и даже воительницы. В июне 1798 года был открыт Екатерининский институт благородных девиц в Петербурге. Это было второе учебное заведение в России (и одно из первых в Европе), предназначенное специально для обучения девушек. В дальнейшем появилось более 20 аналогичных институтов. Российская империя шла в авангарде женского образования в Европе. Условия проживания были спартанскими: в помещениях было прохладно, питание было скромным, а дисциплина очень строгой. Воспитанницы практически не видели родителей во время обучения. Будущие выпускницы должны были блистать в любой ситуации: управлять домашними делами, танцевать на балах, вести интеллектуальные беседы в салонах, читать европейских писателей в подлиннике, решать математические задачи и разбираться в физике. И, конечно, отлично выглядеть. Выпускницу института благородных девиц можно было узнать с первого взгляда по безукоризненно правильной осанке. Некоторые из них оставили яркий след в истории. Хотя воспитанниц институтов и называли кисейными барышнями, среди них встречались и роковые женщины, имевшие влияние на международную политику, и лихие валькирии, сражавшиеся наравне с мужчинами. Двойной агент: Мария Закревская-Бенкендорф-Будберг, или просто Мура Женщина-загадка международного масштаба. Исследователи до сих пор пытаются понять, была она агентом НКВД, английской разведки или и тех и других одновременно. Родилась в 1892 году в семье знаменитого юриста Игнатия Закревского. Несколько лет училась в Смольном институте благородных девиц, но нет данных о том, что она завершила учёбу. Первоначально была замужем за дипломатом Бенкендорфом. После его гибели оказалась в гуще революционных событий. Сначала у неё был роман с английским дипломатом в РСФСР Робертом Локкартом, затем с одним из руководителей ВЧК — Яковом Петерсом. В 1919 году познакомилась с писателем Максимом Горьким и на долгие годы стала его музой и помощницей. Мура, как называл её Горький, была умна, знала несколько языков и со временем стала литературным агентом Горького и его незаменимым помощником. Она взяла в свои руки переговоры с издателями, лично переводила произведения писателя на английский язык. После расставания с Горьким стала музой всемирно известного фантаста Герберта Уэллса, что не мешало ей регулярно посещать СССР. Несмотря на разрыв с Горьким, часть его архива осталась у неё. Кроме того, именно Мура стала главной наследницей пролетарского писателя. Все гонорары от зарубежных изданий писателя поступали на её счёт. Мария Закревская считается одной из самых загадочных женщин века. Значительная часть связанных с ней материалов всё ещё засекречена и не опубликована, а её личный архив сгорел (по одной из версий, не без её участия) незадолго до её смерти. Поэтому исследователи её биографии так и не определились, кем же она была: советским агентом, британским или двойным. Умерла она в 1974 году. Кавалеристка: София де Боде Валькирия Добровольческой армии. Дочь царского генерал-лейтенанта. Родилась в 1897 году, окончила институт благородных девиц одновременно с началом Первой мировой войны. После Февральской революции 1917 года баронесса де Боде добровольно вступила в женский ударный батальон и была направлена на офицерские курсы, после окончания которых получила звание прапорщика. На фронт она не попала в связи с Октябрьской революцией, зато поучаствовала в городских боях с большевиками в Москве, где командовала отрядом юнкеров и была ранена. После этого бежала на Дон, где противники большевиков формировали свою армию. Де Боде поступила в кавалерию и достаточно быстро стала известной фигурой. Свои валькирии имелись и у красных, но там были профессиональные революционерки, прошедшие подполье, террор и тюрьмы. А вот молоденькая выпускница института благородных девиц, с ледяным спокойствием мчащаяся в атаку на пулемёты и с таким же спокойствием расстреливающая пленённого ею большевика, поражала даже видавших многое белых офицеров. Баронесса де Боде погибла в апреле 1918 года во время кавалерийской атаки при штурме Екатеринодара. Агент российского влияния: Дарья Ливен Первая русская женщина-дипломат и одна из самых влиятельных женщин своей эпохи. Родилась в 1785 году в семье рижского губернатора Бенкендорфа. Знаменитый шеф жандармов и один из самых влиятельных государственных деятелей николаевской эпохи Александр Бенкендорф был её родным братом. После окончания Смольного института благородных девиц вышла замуж за любимца императора Павла I графа Ливена. Поначалу вела образ жизни светской львицы в Петербурге, но после назначения супруга послом в Британию переехала в Лондон. В скором времени салон Дарьи Ливен стал одним из самых популярных в британской столице, быть приглашёнными туда считали за честь все местные аристократы. А графиня Ливен из (truncated)						n	
			284	Уникальный Международный театральный фестиваль “Метадрама” пройдет во Владивостоке На местных театральных сценах покажут свои работы российские и иностранные драматурги	Уникальный Международный театральный фестиваль “Метадрама” пройдет во Владивостоке - PrimaMedia					n	
			285	По словам Захаровой, поставки вооружений Киеву не связаны с военно-техническим сотрудничеством или обменом опытом, а необходимы лишь для «продолжения кровопролития» Подробнее на РБК: http://amp.gs/jleda						w	
			286	В Брянске под окнами пятиэтажки обнаружили труп мужчины https://newsbryansk.ru/fn_1001404.html В Бежицком районе Брянска на территории Нового Городка сегодня обнаружили труп мужчины под окнами пятиэтажного жилого дома. В четверг, 23 июня, об этом сообщили в социальной сети «ВКонтакте». Фото с места происшествия опубликовали в группе «ЧП и ДТП Брянск». Автор поста уточнил, что предположительно к гибели человека привело падение с высоты. На месте работают правоохранители. Выясняется причина случившегося. Официальной информации пока нет.	В Брянске под окнами пятиэтажки обнаружили труп мужчины					n	
			287	- Это что? - Стул. - Зачем он? - На нем сидят. - Где моя инструкция...						n	
			288	14 пар кинозвезд, которые так похожи, что могли бы сыграть одного персонажа в разном возрасте	14 пар кинозвезд, которые так похожи, что могли бы сыграть одного персонажа в разном возрасте					n	
			289	В Москве продолжают приводить «в нормативное состояние» улицы. За последний месяц столичные власти объявили более трех десятков конкурсов на благоустройство территорий по одной трети городских районов внутри МКАД — на общую сумму около 14 млрд руб.	Москве наказано хорошеть					n	
			290	Мэр Северодонецка Александр Стрюк в интервью украинскому телеканалу 1+1 сообщил, что город теперь находится под оккупацией российских войск.						w	
			291	Стала известна судьба убийцы двух судебных приставов в Сочи: https://life.ru/p/1480008						n	
			292	Платежная компания American Express в последние месяцы столкнулась с мощной турбулентностью на фоне опасений относительно агрессивного повышения ставок ФРС, которые спровоцировали масштабное падение акций многих первоклассных компаний. https://ru.investing.com/analysis/article-200294289	Несмотря на резкий обвал, American Express преуспеет на «медвежьем» рынке | Investing.com					n	
			293	❗️ По данным опрошенных Bloomberg трейдеров, на прошлой неделе партия угля из азиатского региона с доставкой в Европу была продана по цене $421 за тонну, что является рекордно высоким показателем для азиатского угольного экспорта. Рост цен на энергоресурс объясняют нехваткой альтернативных энергоносителей и увеличением спроса на электроэнергию из-за жары в Азии. Согласно индексу IHS Markit, цена за тонну угля в австралийском порту Ньюкасл достигла отметки в $402,5 и впервые превысила показатель в $400 за тонну. «Производители электроэнергии в Азии и Европе спешат обеспечить дополнительные поставки угля в качестве замены сокращающимся запасам природного газа, в то время как горнодобывающие компании изо всех сил пытаются увеличить добычу»,— описывает ситуацию на рынке агентство. Вероятными последствиями подорожания угля могут стать рост стоимости электроэнергии для домохозяйств и дефицит ресурса в бедных странах (например, в Пакистане). Также увеличение спроса на уголь негативно отразится на экологии, поскольку уголь является одним из наиболее «грязных» энергоресурсов, возвращение к которому в актуальных условиях противоречит экологическим стратегиям ряда европейских и азиатских стран. На прошлой неделе стало известно, что из-за сокращения поставок газа в Австрию власти республики решили перезапустить закрытую угольную электростанцию в Меллахе. Ранее ее закрытие характеризовали как «исторический шаг» на пути к переходу на экологически чистую энергию.						n	
			294	Пока Россия пытается оккупировать Украину, фотограф Александр Гронский снимает улицы и окраины Москвы. Город выглядит как прежде, но смотреть на него как раньше уже не получается Александр Гронский — один из самых известных российских пейзажных фотографов. Он много лет снимает улицы, пустыри, дворы и панельки. Его фотографии выставляют в Берлине, Париже, Риге и Нью-Йорке. После 24 февраля Гронский остался в России и продолжил исследовать то же, что и прежде — городские улицы и окраины. Как признается сам фотограф, для него это единственная возможность зацепиться за что-то знакомое и выйти из ступора. Что изменилось в России за эти месяцы? «Ничего по сути. Но при этом все, — говорит Гронский. — сама дата меняет отношение к снимкам, дает вроде бы обычным кадрам намного больше контекста». Вся серия снята в Москве и ее пригородах — за исключением одной фотографии из Санкт-Петербурга (она в этой подборке под номером четыре).	Пока Россия пытается оккупировать Украину, фотограф Александр Гронский снимает улицы и окраины Москвы Город выглядит как прежде, но смо					w	
			295	Белорусское издание «Зеркало» заявило, что украинская прокуратура, вероятно, ошиблась, назвав белоруса Сергея Колоцея сотрудником Росгвардии, который убивал мирных жителей в Буче. По словам журналистов «Зеркала», с редакцией связались близкие, знакомые, коллеги и соседи Колоцея. Они утверждают, что он живет в Мозыре всю жизнь и во время войны также находится там, а также, что он никогда не служил в армии.	«Зеркало» поговорило со знакомыми Сергея Колоцея, которого Киев обвинил в убийствах жителей Бучи. По их словам, он инженер — и всю войну					w	
			296	Как жестоки могут быть люди….	Модель раскритиковали за фото после родов, и она поставила злопыхателей на место					n	
			297	Зарубежные бренды одежды — H&M, Mango и группа компаний Inditex — распродают остатки с российских складов. Эксперты рынка рассказали о переговорах с аутлетами.	Зарубежные бренды одежды распродают остатки с российских складов					n	
			298	Однолюбы. Кто они? Я расскажу тебе, хочешь? Автор Диана Сибирская #ВажныеСлова, #Ожизни #СоСмыслом						n	
			299	Всемирная организация здравоохранения подтвердила 92 случая заражения оспой обезьян. Болезнь подозревается еще у 28 человек. Как отмечает ВОЗ, летальных исходов пока не было зафиксировано http://link.snob.ru/jlQVU	ВОЗ: оспу обезьян обнаружили у 92 человек из 12 стран					n	
			300	Эрмитаж вводит годовой мораторий на выставки в США и странах Европы. Как считаете, правильное решение?						w	
