				message						label	
			379	В Афганистане в результате мощного землетрясения пострадало немало людей. Количество погибших уже приближается к тысяче человек, а травмы разной степени тяжести получило более 1500 людей. Но задумайтесь о том, скольких из вас это потрясло? У скольких из вас эта новость вызвала эмпатию, сочувствие и желание помочь этим людям? Сколько из наших сограждан знают об этом и хоть как-то прореагировали? И когда вы не понимаете, что кто-то может быть безразличен к нашей войне, то вспомните эту ситуацию. К сожалению, но очень часто война или землетрясение - это для кого-то чужая и непонятная проблема. И вспомните о своих действиях по отношению к другим нуждающимся, прежде, чем требовать или ждать от кого-то помощь для себя или своей страны. Хотя и у нас в Украине для некоторых людей война - это все ещё чужая проблема и они войной не живут, потому что война не ударила по ним, их дом не пострадал и среди близких все живы. А ведь война в их стране. Мое сочувствие всем пострадавшим и их близким. Не для протокола. А из сопереживания.						r	
			380	Серіал "Міз Марвел" отримав сертифікат "свіжості" від Rotten Tomatoes - 96% позитивних рецензій!🍅						u	
			381	Глава Lucasfilm Кетлін Кеннеді повідомила, що другий сезон «Обі-Вана Кенобі» може вийти, якщо глядачі проявлять інтерес!🤔 💬«Ми хотіли зробити міні-серіал, але якщо люди дадуть зрозуміти, що треба продовжувати, ми врахуємо. Ми слухаємо фанатів!»						u	
			382	💪🇺🇦 12 червня повітряні сили привітали окупантів із «днем росії» збитим су-34! -------------------------------------- Близько десятої ранку в районі Ізюму на Харківщині зенітні ракетні війська Повітряних Сил ЗС України уразили російський винищувач-бомбардувальник Су-34. Російські літаки працювали парою, атакуючи позиції українських захисників. Після потрапляння в зону ураження української ППО, один із ворожих літаків змінив курс, а пілоти іншого – вирішили випробувати долю. “Нех@й щаст@ть!”– відповіли зенітники і збили зухвалу «сушку», привітавши таким чином окупантів із “днем росії”! Літак упав на тимчасово окуповану територію. Чи вдалось вижили пілотам, інформація уточнюється. Крім того, 12 червня зенітним ракетним підрозділом збито російський БпЛА “Орлан-10”. А ударна авіація Повітряних Сил здійснила кілька авіанальотів на ворожі позиції окупаційних військ. Завдано потужних ударів по скупченню ворожої техніки, живій силі противника. Внаслідок повітряного удару знищено склад ракетно-артилерійського озброєння. Слава Україні!🇺🇦 Смерть окупантам!🇺🇦👊 Командування Повітряних Сил ЗСУ / Air Force Command of UA Armed Forces						u	
			383	Україна нарешті ратифікувала Стамбульську конвенцію👍 І долучається до захисту жінок від усіх форм насильства, включаючи домашнє насильство, за передовими міжнародними стандартами‼️ Детальніше про всі переваги ратифікації розповіла голова руху «Зе!Жінки», народна депутатка «Слуги Народу» Марина Бардіна👇						u	
			384	💊З початку повномасштабного вторгнення росії українці продовжують безоплатно отримувати певні групи ліків. Про це заявив народний депутат від фракції «Слуга Народу», голова Комітету ВР з питань здоров’я нації, медичної допомоги та медичного страхування Михайло Радуцький. «З початку війни українці отримали безоплатно 2,2 млн лікарських засобів на майже 900 млн грн. Програма відшкодування державою коштів за ліки для певних груп населення продовжує працювати», – запевнив депутат. 						u	
			385	🇺🇦🌏Світ підтримує Україну! 🇬🇪Грузинський вчитель Ладо Апхазава In English in first comment ⬇️ Програма USAID РАДА: наступне покоління Internews Ukraine						u	
			386	🇺🇦 🇪🇺Голова Верховної Ради України Ruslan Stefanchuk під час звернення щодо набуття Україною кандидатства на вступ до ЄС. In English in first comment ⬇️ Програма USAID РАДА: наступне покоління Internews Ukraine						u	
			387	Чим займалася ЗеМолодіжка цього тижня: щотижневий дайджест новин ✌️ Створення патріотичних прикрас на підтримку ЗСУ, безкоштовні майстер-класи для переселенців та щоденна волонтерська діяльність. Розповідаємо про активності та ініціативи прихильників молодіжного крила партії “Слуга Народу”, які вони організовували цього тижня. ✅ЗеМолодіжка Донеччини тримає стрій на волонтерському фронті: bit.ly/3HT4wLu ✅ЗеМолодіжка Київ продовжує волонтерську діяльність: bit.ly/3xRv2QG ✅Лідер ЗеМолодіжки Полтавщини проводить безкоштовні майстер-класи Більше подробиць за посиланням: bit.ly/3OiVUjq						u	
			388	‼️ ДЕРЖАВА-ТЕРОРИСТ ВБИВАЄ НАШИХ ДІТЕЙ ‼️ Станом на ранок 22 червня 2022 року більше ніж 916 дітей постраждали в Україні внаслідок повномасштабної збройної агресії російської федерації. За офіційною інформацією ювенальних прокурорів 324 дитини загинуло та понад 592 поранено. Ці цифри не остаточні, оскільки триває робота з їх встановлення в місцях ведення активних бойових дій, на тимчасово окупованих та звільнених територіях. Найбільше постраждало дітей у Донецькій області - 307, Харківській - 175, Київській - 116, Чернігівській - 68, Луганській - 54, Херсонській - 52, Миколаївській - 48, Запорізькій - 30, Сумській - 17. 21 червня внаслідок обстрілу ворогом с. Безруки Харківського району Харківської області отримала смертельні поранення 8-річна дівчинка. 21 червня через обстріл поблизу ставка Золота рибка в м. Часів Яр Бахмутського району Донецької області отримали поранення п’ятеро дітей віком від 9 до 16 років. Через бомбардування та обстріли збройними силами рф пошкоджено 2052 заклади освіти. З них 210 зруйновано повністю. Не пробачимо!😡						u	
			389	🌾росія вкрала в Україні понад 500 тисяч тонн зерна з тимчасово захоплених Херсонської та Запорізької областей Програма USAID РАДА: наступне покоління Internews Ukraine						u	
			390	👩‍🍼 Понад 100 днів героїчного опору українського народу та щоденної кропіткої роботи задля захисту прав дітей Заступник голови Комітет гуманітарної та інформаційної політики Павло Сушко Народний депутат України розповів про результати за 100 днів роботи Координаційного штабу з питань захисту прав дитини в умовах воєнного стану. Народний депутат є одним з ініціаторів створення Штабу. «Викликів багато: вони потребують комплексного вирішення із залученням як державних органів, так і представників громадянського суспільства», — зазначає Павло Сушко. ❗️Два основні напрямки роботи Штабу: ➖ евакуація дітей; ➖ напрацювання законодавчих змін і вдосконалення законодавства з урахуванням кращих інтересів дітей. Спільними зусиллями загалом евакуйовано 272 заклади. Переміщено 6506 дітей, із них — понад 4 тисячі за кордон, майже 2,5 тисячі переміщено всередині країни у більш безпечні регіони. ➡ Детально про результати роботи у звіті: https://bit.ly/3mIWwTk						u	
			391	🇺🇦💪🏼 16-річна українка на турнірі з боксу в Угорщині на п'єдесталі підняла прапор «Азову»! Діана із Черкас, вихованка «Національного корпусу», своїм вчинком висловила подяку легендарним «азовцям», які до останнього захищали Маріуполь від російських окупантів, і зараз разом з іншими воїнами з «Азовсталі» перебувають у полоні у загарбників. Відео: Дмитро Кухарчук						u	
			392	‼ Перший заступник голови Комітету з питань правоохоронної діяльності Andrii Osadchuk щодо ратифікації Стамбульської конвенції Основне завдання сьогодні — це продемонструвати, що ми є частина цивілізаційного світу, частина нової Європи і нам треба ратифікувати Стамбульську конвенцію. Дуже багато спекуляції до цього питання, дуже багато емоцій, я б сказав, що вони всі зайві, бо Стамбульська конвенція про одне — нікого не можна чіпати руками без згоди цієї особи, особливо, коли це стосується жінок. Ми маємо раз і назавжди викорінити насильство щодо жінок, це неприпустимо. І саме для цього є єдиний європейський стандарт, який висвітлений у Стамбульській конвенції. Телеканал "Рада"						u	
			393	‼ Президент України Володимир Зеленський: Щороку 22 червня ми згадуємо кожного, хто загинув у Другій світовій війні. Вшановуємо пам'ять мільйонів втрачених життів і скалічених доль. Це не мало б повторитися, але зло повернулося. 24 лютого окупанти прийшли на нашу землю. І ми боремося за нову перемогу. І жоден ворог не зламає нашої волі. Пам'ятаємо жертв Другої світової війни! Віримо в добро, мир і справедливість!						u	
			394	Польща і Словаччина з перших днів війни допомагають нашій армії та українцям, які були змушені поїхати за кордон. Дякую Andrzej Duda та Zuzana Čaputová за цю важливу підтримку й потужне адвокатування в країнах – членах ЄС євроінтеграційного руху України.						u	
			395	🇪🇺🇺🇦Перша вимога членства України в ЄС – реформа Конституційного Суду Незважаючи на війну, парламент і органи державної влади працюють над тим, щоб вдосконалювати Конституцію України та розробляти концепцію того, як вигладатиме Конституція після нашої перемоги. Зокрема – йдеться про реформу Конституційного Суду, яка є першою вимогою для повноцінного членства України в ЄС. Про це в ефірі телемарафону повідомила представниця Верховної Ради в Конституційному Суді, народна депутатка від «Слуги Народу» Ольга Совгиря. Детальніше про те, що передбачає реформа, читайте за посиланням: 						u	
			396	‼️Голова Верховної Ради України Ruslan Stefanchuk в інтерв’ю австрійській телерадіокомпанії «ORF» In English in the first comment ⬇️ Програма USAID РАДА: наступне покоління						u	
			397	- Догнали, подарили. Спасибо, конечно. Но я хочу официально предупредить: - если он ухаживает так же, как я предсказываю, пользоваться им вы меня не заставите.						r	
			398	💛 Сьогодні, в День батька, маленькі українці вітають своїх татусів та бажають їм скоріше перемогти загарбників і повернутися додому. Так і буде! Адже саме заради дітей кожен батько стоїть на захисті нашої держави! Комітет гуманітарної та інформаційної політики Оперативне командування "Північ" / Operational Command “North”						u	
			399	Брифінг керівника Офісу Президента України Андрія Єрмака про виконання завдань, поставлених Главою держави. Основні теми: ➡️ підсумки Саміту Великої Сімки; ➡️ запуск роботи експертної групи під керівництвом Андрія Єрмака та колишнього генерального секретаря НАТО Андерса Фога Расмуссена, яка напрацьовуватиме пропозиції щодо системи постійних безпекових гарантій для України; ➡️ робота міжнародної санкційної групи Єрмака-Макфола; ➡️ створення стратегічної групи для покращення координації забезпечення української армії, до складу якої увійдуть представники Генштабу Збройних Сил та Міноборони України, а також представники військових штабів США, Великої Британії й інших ключових країн-партнерів; ➡️ робота над проблемою екcпорту українського зерна, яка виникла внаслідок російської агресії; ➡️ інтерв’ю представникам африканських ЗМІ про війну в Україні та вплив російської агресії на країни Африки через свідомо спровоковані Росією продовольчу та енергетичну кризи.						u	
			400	121 доба активної фази 8-річної війни Росії проти України! Ми стали кандидатами у члени ЄС. І ми переможемо! Всі тут?						u	
			401	🇺🇦🇪🇺Маємо Yes від ЄС! 🤘🏻 Голова Комітет з питань здоров'я нації, медичної допомоги та медичного страхування Михайло Радуцький #Rada_рада						u	
			402	Віктор Іванушкін - заступник директора комунального підприємства Печерського району Києва, воював на одній з найважчих ділянок у Сіверодонецьку у складі роти Печерського батальону ТРО міста Києва. Він одним з перших записався у лави ТРО 24 лютого як доброволець. А коли зібрали роту добровольців для боїв у Сіверодонецьку, Віктор у свої 54 роки знов викликався йти у пекло. І воював там як звичайний піхотинець, без всяких зкидок, так як всі бійці, які бились та відійшли за наказом.						u	
			403	💙💛 28 червня — День Конституції України. Саме цього дня у 1996 році депутати Верховної Ради ІІ скликання ухвалили документ, що юридично закріплює наші головні цінності, за які й боремося просто зараз: незалежність, суверенітет і демократичність України. На честь свята Освітній Центр Верховної Ради України та Мала академія наук України об’єднали зусилля та підготували тест, який допоможе перевірити, що ви знаєте про нашу Конституцію. 📲 Скласти тест можна на #МАНплатформа за посиланням: https://bit.ly/3no0WiJ 🇺🇦💪🏼 Стоїмо на сторожі парламентської просвіти! Усе буде Україна!						u	
			404	В мене для вас маленька зрада. Ну, як маленька? Самі вирішуйте. Але історія бомбезна. Пам'ятаєте, як пафосно СБУ відзвітувала про те, що викрита мережа російських агентів під керівництвом народного депутата Деркача? Того самого Деркача, про якого йдеться у заяві Держдепу: "Деркач, народний депутат України, вже понад десять років є активним російським агентом, який підтримує тісні зв'язки з російськими спецслужбами". Так от, СБУ, під потужним керівництвом лейтенанта Баканова, на тому тижні визнала, що Держдеп правий. Але чомусь СБУ мовчить про те, що українською атомною енергетикою керують саме люди Деркача. Мабуть такі дрібниці СБУ не цікаві. Але в нас зараз війна. Не зйомки серіалу, а справжня війна. І другого дубля не буде. Тож чим загрожує Україні ігнорування людей Деркача в Енергоатомі? Дивиттся, довгий час рулив всім в Енергоатомі Бояринцев, помічник Деркача. Він директор з персоналу НАЕК «Енергоатом». Ця інформація відома багатьом. А ще його в березні 2022 року затримали на межі Львівської та Рівненської області на блокпосту працівники контррозвідки та передали до СБУ, яка його... відпустила. Багато профільних експертів та журналістів знає, що Бояринцев російський агент. Але... Якщо його відпустили, то комусь це вигідно. А якщо пригадати заяви Держдепу про Деркача та те, що він у 2006 року став президентом НАЕК Енергоатом - по суті, управляв усією атомною енергетикою України, то зможете зрозуміти, як багато часу Кремль розставляв свою агентуру в Україні. Так от, зараз відбулася цікава історія по зняттю гендиректора Рівенської АЕС П. Павлишина та переведення його на посаду директора ВП «Атомремонтсервіс». Про це свідчить Наказ Енергоатома від 25.06.2022 . І це після того, як П.Павлишин самостійно організував зміцнення физічного захисту РАЕС, після того, що відбулося на Запоріжській та Чорнобильській АЕС. В мене одне запитання, а де СБУ та що зараз відбувається? Може хтось чекає на атаку російського спецназу на Ровенську АЕС та робить все, щоб спростити цю задачу? Тільки не кажить потім, що я не попереджав. Хоча може працівники СБУ під керівництвом заступника Голови СБУ Сандурського А.В. все ще зайнята відслідковуванням переміщенням солдата ЗСУ Берези? Тоді все зрозуміло, бо вони займаються важливою справою та їм не до таких дрібниць, як російська агентура та люди Деркача. PS А ще, я попереджав про агентуру Деркача в Енергоатомі більше року тому своєму рослідуванні (воно у першому посиланні). Тоді СБУ все проігнорувала. І як справи сьогодні на Запоріжській АЕС, СБУ? Так, що? Будете і далі ігнорувати чи це не ігнорування, а чиясь зрада?						u	
			405	⚡️Для тих кому цікаво: вже відбувся офіційний цифровий реліз фільму «Доктор Стрендж: У мультивсесвіті божевілля» від Сема Реймі!💿						u	
			406	Знову на Сході. Знову серед найкращих. Одинадцять новеньких L-200 вже у десантури та сухопутників. А це означає, що відсьогодні вони ще ефективніше даватимуть окупантам по зубах. Перші чотири пікапи – передали легендарній 25-й Десантно-штурмовій бригаді. Протестували разом з військовими. Кращої машини для фронту нема. А головне, що до вчорашнього дня це були звичайні автомобілі, які допомагали нашим воїнам бити ворога. Зараз же ці машини заряджені статусом країни-кандидата в члени ЄС. А це теж наша зброя. І за наш європейський вибір в першу чергу б'ються наші воїни. Хлопці обіцяють: українці результатом їхньої роботи будуть задоволені😉 А ми й далі спільно з ГО Справа Громад, Фонд Порошенка, ГО "Res_Publica. Брати по Зброї" продовжимо зміцнювати наші Збройні Сили України. На кожну вашу гривню ми з Мариною і «Фондом Порошенка» додаємо свою. Так ваші внески подвоюються. Долучайтеся до збору коштів. Переможемо разом 🇺🇦 ++++++++++++++++++++++++++++ По Україні ++++++++++++++++++++++++++++ ТІЛЬКИ ДЛЯ ПРИВАТ 24 5169 3305 2068 6400 Для ІНШИХ банків: 5375 4115 0177 8331 Або переказ на рахунок: Найменування отримувача: ГО СОЛIДАРНА СПРАВА ГРОМАД IBAN рахунок: UA193052990000026002016226051 Код ЄДРПОУ/ІПН: 42992954 Призначення платежу: благодійна безповоротна допомога на користь ГО ++++++++++++++++++++++++++++ PayPal ++++++++++++++++++++++++++++ Переказ на: wingman2006@mac.com Тип переказу: Family/Friends ++++++++++++++++++++++++++++ Інші варіанти переказів ++++++++++++++++++++++++++++ https://spgr.org.ua/donate/ SWIFT, Western Union, MoneyGram, Crypto ++++++++++++++++++++++++++++						u	
			407	«Хочу сказати про відповідальність тих російських пропагандистів, які брешуть про цей терор, які намагаються виправдати дії російської армії. Кожен із вас також буде покараний. Ми маємо всі докази того, що роблять російські військові проти наших людей. Сьогодні я хочу завершити це звернення одним із таких доказів – щоб ніхто не смів обманювати щодо ракетного удару по торговельному центру в Кременчуці. Російська ракета вдарила саме по цьому об'єкту, цілеспрямовано. Очевидно, що такий був наказ. Очевидно, що такі координати отримали російські вбивці для цієї ракети. Вони хотіли вбити якнайбільше людей у мирному місті, у звичайному торговельному центрі». Звернення Володимира Зеленського наприкінці 125-го дня повномасштабної війни.						u	
			408	🇺🇦🇪🇺Маємо Yes від ЄС! Голова Комітет Верховної Ради України з питань інтеграції України до ЄС Іванна Климпуш-Цинцадзе #Rada_рада						u	
			409	«Захищайте необхідність посилення санкцій проти Росії. Це вам до снаги. Допомагайте нам прискорювати постачання зброї для України, щоб ми могли звільнити окуповані райони. Нам потрібна потужна наступальна зброя, без якої війна лише затягується. Знаю, що ваша допомога вже суттєва. Але ви можете використати ще більше свого впливу». Володимир Зеленський звернувся до учасників American Jewish Committee Global Forum – однієї з найвпливовіших структур, яка активно просуває рішення для оборони України.						u	
			410	Звернувся до обох палат парламенту Чехії та до всіх чехів. Наголосив, що російське вторгнення в Україну є лише першим кроком, який потрібен керівництву Росії, щоб відкрити дорогу до інших країн, до підкорення інших народів. Тому Україна має отримати все для перемоги. Сучасну й достатньо потужну зброю, фінансову допомогу й фундаментальну ціннісну підтримку, яка нарешті виб'є з рук Росії її головну ідеологічну зброю, а саме – твердження, ніби Європа не здатна до реального об'єднання й ніби Україна не потрібна Європі.						u	
			411	❗️🇺🇦 ІНСТРУКЦІЯ З БЕЗПЕКИ ДЛЯ УЧАСНИКІВ ТА УЧАСНИЦЬ ПРАЙД ХОДИ (ENGLISH BELOW) ДРУЗІ ТА ПОДРУГИ! Ми вітаємо вас на спільному Марші Рівності Києва та Варшави! Ця інструкція допоможе вам підготуватися до ходи та провести час комфортно! Положення цієї інструкції є рекомендаціями, які ми напрацювали протягом свого 10-річного досвіду! Пам'ятайте, що вживання алкоголю та психоактивних речовин перед Маршом або безпосередньо під час Маршу створює загрозу вашому здоров'ю та незручності для людей! Будь ласка, попіклуйтеся про себе та приходьте на Марш виключно тверезими! ЩО ВЗЯТИ З СОБОЮ? Готуючись до акції, радимо взяти з собою такі речі: 1. Оригінал чи копію документу, що посвідчує вашу особу. 2. Невеликий рюкзак, щоб руки були вільними. 3. 1-2 маленькі пластикові пляшки з негазованою водою (краще втамовує спрагу, можна використовувати для вмивання). 4. Снек: енергетичний батончик, яблуко, трохи горіхів чи сухофруктів, шоколадні цукерки. 5. Якщо ви приймаєте будь-які ліки – візьміть остатній запас препаратів на кілька годин. 6 Зберіть просту аптечку: бинт, серветки, антисептик, тощо. 7. Карту міста (краще в електронному виді). Розклад руху транспорту. 8. Сонцезахисний крем на водній основі (краще нанести заздалегідь). 9. Українську символіку, адже ми крокуємо за Україну в першу чергу Все, що берете з собою повинно бути маленьким і за можливості легким, щоб рюкзак потім не сковував рухів! ЩО НЕ МОЖНА БРАТИ? Категорично заборонено приносити на захід предмети/засоби, які можуть бути небезпечні: газові балони, зброю або предмети, які можуть бути використані, як зброя, вибухові та легкозаймисті предмети, будь-яку піротехнику. Рекомендовано не брати із собою тварин. ОДЯГ ТА ВЗУТТЯ Взуття: зручне, в якому ви зможете пройти велику дистанцію та стояти довгий час. Одяг: такий, що максимально закриває тіло та уникайте синтетики. Візьміть головний убір, він захистить від спеки. Щоб почувати себе безпечніше можете взяти додатковий одяг, наприклад футболку, щоб переодягнутися після Маршу. ПЛАКАТИ ТА СИМВОЛІКА На плакатах та банерах не повинно бути закликів до насильства, наруги над державними символами України чи Польщі, закликів або дій, спрямованих на насильницьку зміну чи повалення конституційного ладу в Україні чи Польщі або на захоплення державної влади, порушення територіальної цілісності України, закликів щодо розпалювання релігійної ворожнечі. Заборонені приносити плакати та символіку, що містять будь-які державні та недержавні символи російської федерації, в тому числі біло-синьо-білий прапор, заборонено зображувати поруч прапор рф з прапором України. Рекомендуємо послуговуватися загальновідомими прайд-слоганами та крилатими висловами України. Нагадуємо, що ми не виходимо святкувати – ми виходима за мир в Україні, нашу перемогу та проти російської агресії. Під час та після Маршу, будь ласка, не нехтуйте правила особистої безпеки! Виконуйте вказівки волонтерства та поліції під час ходи. Чекаємо вас на Марші! DEAR FRIENDS! We welcome you to the joint March of Equality of Kyiv and Warsaw! These instructions will help you in preparing for the walk and spending time there in comfort! The provisions of this manual are recommendations that we have been in development during our 10 years of experience. Remember that the use of alcohol and psychoactive substances before the March or directly during the March poses a threat to your health and may cause inconvenience to people! Please take care of yourself and come to the March extremely sober! WHAT TO BRING WITH YOU? When preparing for the march, we advise you to bring the following things: 1. The original or copy of your identity document. 2. A small backpack to keep your hands free. 3. 1-2 small plastic bottles with water. 4. Snacks: energy bar, apple, some nuts or dried fruits, chocolate etc. 5. If you are taking any medication, bring enough pills for a few hours. 6 Assemble a simple first aid kit: bandage, wipes, antiseptic, etc 7. City map (preferably in electronic form), and a traffic schedule. 8. Water-based sunscreen (better to apply in advance). 9. Ukrainian symbols, as we are stepping for Ukraine in the first place. Everything you take with you should be as small and light in size as possible, so that the backpack does not restrict your movement later! WHAT CANNOT BE TAKEN? It is strictly forbidden to bring objects / means that may be dangerous: gas cylinders, weapons or objects that can be used as such, explosives and flammable objects, any pyrotechnics. It is recommended not to take animals with you. CLOTHES AND SHOES Shoes should be comfortable, in which you can walk a long distance and stand for a long time. Clothing: one that covers the body as much as possible. Try to avoid synthetics. We advise you to take a hat, it will protect you from the heat. To feel safer, you can take extra clothes, such as a T-shirt, to change after March. POSTERS AND SYMBOLS Posters and banners must not contain calls for violence, and abuse state symbols of Ukraine or (truncated)						u	
			412	Президент України Володимир Зеленський зустрівся з американським актором, кінорежисером, сценаристом і продюсером, лауреатом премії «Оскар» Шоном Пенном, який прибув до нашої країни для зйомок документального фільму. Детальніше: https://bit.ly/3yrQ9dC						u	
			413	Про результати перемовин із Джозефом Байденом і Борисом Джонсоном, про виступ у парламенті Чехії, а також про переговори з премʼєр-міністрами Чорногорії, Албанії та Північної Македонії й заяву цих трьох країн про підтримку надання Україні статусу кандидата в члени Євросоюзу – Володимир Зеленський у традиційному відеозверненні підбив підсумки 112-го дня війни.						u	
			414	Меня только что побратим спросил: - Юхимич, ото я прочитав твій допис та хочу зрозуміти, тобі замало, що тобою займаються контрозвідники СБУ на замовлення ОПи? Ти коли про Гогілашвілі писав, ти розумів, хто тобою ще буде займатися? Ти хочеш щоб тобою всі служби займалися? Ти розумієш, що їм заважаєш? Ти про це думав? Ти можешь помовчати? Ти ж звичайний солдат, а вони... Вот, сижу, молчу, думаю... ))						u	
			415	‼ Перша заступниця голови Комітет гуманітарної та інформаційної політики Ірина Констанкевич - офіційна сторінка щодо антикорупційної політики: Сьогодні, як на мене, ключовими є питання антикорупційної політики. І це низка законопроектів, де унормовується і понятійний апарат, де унормовується механізми та принципи відбору. І оскільки ми бачимо від наших партнерів оце чекання, що ми завершимо антикорупційну реформу і реформу судових органів, правоохоронної системи, я думаю, що якраз ці Законопроекти на часі й буде підтримка залу. Телеканал "Рада"						u	
			416	К раввину приходит еврей за советом. - Ребе, я хочу поставить оружие Украине. - Поставляй. - Но Украина голосовала против Израиля в ООН. - Тогда не поставляй. - Но Украина воюет против России, и ей не хватает оружия. - Тогда поставляй. - Но Россия может обидеться на Израиль, и поставить оружие арабам. - Не поставляй. - Но Америка помогла Израилю поставками оружия. - Тогда и ты помоги. - Но это оружие может попасть в другие руки. - Тогда не помогай. - Но все демократические страны мира поставляют Украине оружия, а я нет. - Ну и ты поставляй. - Но арабы могут завтра напасть на Израиль, и нам не хватит оружия. - Ну, не поставляй. - Но Зеленски еврей, а евреи должны помогать друг другу. - Поставляй оружие. - Но Хмельницкий устраивал погромы евреев. - Не поставляй оружие. - Ребе, я пришел за советом, а вы мне то поставляй, то не поставляй! - Знаешь что, крестись и прими христианство. - Зачем? - Тогда ты будешь не мне, а попу мозги ебать. —— Любые совпадения случайны.						r	
			417	Під час війни з'являються події, що допомагають суспільству краще зрозуміти, що відбувається, через призму мистецтва. Тому дуже раджу киянам та гостям столиці відвідати нову виставку картин "Воєнний стан". Мені подобається, як дивиттся на світ через свої картини Владислав Шерешевский. На превеликий жаль, я не зможу прийти на виставку, але якщо б я мав таку можливість, то неодмінно скористався. І сподіваюсь, що колись так станеться. Повірте, що у житті завжди є місце і час для культури. Навіть під час війни. https://fb.me/e/2Ah1rBBfX						u	
